,age,balance,day,duration,campaign,pdays,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes,contact_telephone,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success,subscribed_yes,TotalDays
64,49.0,1.4291666666666667,1,0.9060756449461472,2,1.129905432686749,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1224050861280745
65,33.0,7.45,2,0.5762275060056645,1,1.2722778501567018,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8268274587794265
66,35.0,2.6041666666666665,2,1.0283617290140263,1,0.9506990500340388,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5462351919884938
67,35.0,5.50625,2,0.5063003788129052,3,1.3068473509239367,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6299240389123348
68,35.0,3.06875,20,0.27769676244607666,6,1.2944144538226736,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1448141339442437
69,46.0,0.35,20,0.8508109954001759,1,1.31607162218251,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.147727168730259
70,34.0,11.358333333333333,20,0.5063003788129052,1,1.166110939274888,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2558365731129348
71,30.0,10.139583333333333,20,0.24799945005974333,6,1.2690750930502166,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.996179418009224
72,33.0,0.0125,20,1.0660122427814966,1,1.3357703480551655,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0065491891196416
73,43.0,2.5416666666666665,20,1.0097732573617315,2,1.3206520450999544,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6330310483529004
74,35.0,2.9625,20,0.3128351673007915,7,1.2129975788077667,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9873764965252028
75,36.0,-0.11041666666666666,20,0.25134304017487225,5,1.2944144538226736,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.575824373419071
76,30.0,0.13125,20,0.8599338144729026,1,1.2912819258582984,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6264091253339699
77,35.0,0.5458333333333333,20,1.437105779767321,2,1.3145401403662447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.147521452712465
78,31.0,3.466666666666667,20,0.655048584378979,1,1.0473189942805592,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5696403056526285
79,38.0,10.416666666666666,4,1.467241248872649,5,1.5830880786234423,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3048798396256172
80,31.0,0.8104166666666667,7,0.43389823013244816,1,1.0533074843681367,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7854449300987469
81,42.0,0.3,7,0.6210378700346694,1,1.2314866656953505,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9902874429494269
82,32.0,17.970833333333335,7,0.7445499110192362,1,1.0749634725496366,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7896147854491602
83,57.0,1.4541666666666666,9,0.6024144908763497,3,1.0651779405418378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7877327366255764
84,22.0,2.620833333333333,10,0.7071685912057214,1,0.9938591861094676,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5567580095599651
85,45.0,3.725,10,1.0329553550251553,1,1.0651779405418378,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1134485299255052
86,40.0,7.910416666666666,14,0.8653678229175272,1,1.0730140116890479,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7892401285800197
87,35.0,7.0875,14,0.8761480487727901,1,1.0710607430064039,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7888645990729822
88,64.0,0.13958333333333334,14,0.48009205450258163,2,0.893989693707746,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5322384561572282
89,43.0,1.6145833333333333,16,0.9715264592422767,1,0.9238795528095592,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7601544563669648
90,46.0,0.0,17,0.6483383507366769,1,1.0807891559433633,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7907335578486834
91,47.0,0.0,17,0.5088838255324027,1,1.1409053831862488,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.802205847651007
92,56.0,0.81875,17,0.524245897313243,1,1.0942518685922868,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5808145961005902
93,52.0,0.40625,17,0.5418750433073858,2,1.0923396850137246,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9681689927695962
94,31.0,1.2416666666666667,17,0.7113917487979108,6,1.0749634725496366,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7896147854491602
95,29.0,0.83125,18,1.1617818474530859,6,1.0807891559433633,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5776219979932832
96,44.0,2.1354166666666665,21,0.5567422580272174,2,1.0865810972260648,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5789967701007057
97,40.0,1.6291666666666667,21,0.5011133761567405,5,1.0865810972260648,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1466001294428505
98,49.0,1.8854166666666667,21,1.064533127614186,7,0.9396115400483361,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7632628836252842
99,48.0,3.247916666666667,24,1.2467115872424541,3,0.9440613068254747,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9440478512191227
100,59.0,5.758333333333334,24,0.817262059053265,1,1.0942518685922868,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7933141776818793
101,49.0,7.4375,24,0.4142390932918967,3,1.0865810972260648,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.791844610948677
102,32.0,1.2979166666666666,24,0.8832708396687783,1,1.0885043134353685,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5794528460169385
103,47.0,7.33125,28,0.7301783078267642,1,1.1206454642113968,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5870442468688941
104,35.0,15.720833333333333,28,0.6071029518065613,1,0.9193388633381309,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9399689309531204
105,36.0,1.3104166666666666,29,0.539375541906102,1,1.1678872569922174,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5980986884966709
106,30.0,6.05625,30,0.6279331809805158,2,1.116917333509824,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5861666505832458
107,40.0,6.5125,30,0.5418750433073858,3,1.1427270017422058,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8025514303517964
108,33.0,2.23125,2,0.4747669447360071,2,1.0311721137119063,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.108710690261912
109,36.0,0.5520833333333334,2,0.4853889576123728,1,1.2146926022023472,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.608931798654328
110,53.0,1.375,2,0.7647289725763375,1,1.2129975788077667,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8157922434145704
111,44.0,0.6125,2,0.8341772120204441,1,1.190696763977073,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8116091471073286
112,31.0,2.3541666666666665,2,0.7050503053772009,1,1.1993329555724646,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9852196614646818
113,46.0,0.75625,2,1.0050716438864773,1,1.0433066509585458,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.960256770648122
114,47.0,0.7270833333333333,2,0.546855381307185,1,1.2146926022023472,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.608931798654328
115,37.0,0.18541666666666667,2,1.0763052403723787,1,1.166110939274888,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1273801960900363
116,32.0,0.0020833333333333333,2,0.45044667992275733,1,1.0980653012470731,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5817170783965259
117,46.0,-0.3729166666666667,2,0.639320750516496,1,1.109419114345254,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7962135779535416
118,47.0,0.26875,2,0.5418750433073858,2,1.1243597475631926,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.799061462992525
119,38.0,1.5770833333333334,2,0.5977039446937547,1,1.2129975788077667,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6085415262079057
120,56.0,0.45416666666666666,2,0.5493362796720374,2,1.1731973564223313,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8083143824804497
121,37.0,1.0833333333333333,2,0.3912878305385594,1,1.1837337051849275,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8102994519429556
122,55.0,0.010416666666666666,2,0.8761480487727901,1,1.0942518685922868,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7933141776818793
123,45.0,2.285416666666667,2,0.6900953180609865,1,1.0980653012470731,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5817170783965259
124,39.0,0.0,2,1.4780672738270868,1,1.0691036515971832,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9644273100837588
125,52.0,0.58125,2,0.4422066860358215,1,1.0885043134353685,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9675523494082501
